Prefix;DXCC;Continent;Country;ITU;CQ
RZ;15;AS;Asiatic Russia;34;16
RZ;15;AS;Asiatic Russia;34;17
RZ;15;AS;Asiatic Russia;34;18
RZ;15;AS;Asiatic Russia;34;19
RZ;15;AS;Asiatic Russia;34;23
RZ;15;AS;Asiatic Russia;35;16
RZ;15;AS;Asiatic Russia;35;17
RZ;15;AS;Asiatic Russia;35;18
RZ;15;AS;Asiatic Russia;35;19
RZ;15;AS;Asiatic Russia;35;23
RZ;15;AS;Asiatic Russia;75;16
RZ;15;AS;Asiatic Russia;75;17
RZ;15;AS;Asiatic Russia;75;18
RZ;15;AS;Asiatic Russia;75;19
RZ;15;AS;Asiatic Russia;75;23
RZ;54;EU;European Russia;19;16
RZ;54;EU;European Russia;20;16
RZ;54;EU;European Russia;29;16
RZ;54;EU;European Russia;30;16
S0;302;AF;Western Sahara;46;33
S2;305;AS;Bangladesh;41;22
S3;305;AS;Bangladesh;41;22
S4;462;AF;South Africa;57;38
S5;499;EU;Slovenia;28;15
S6;381;AS;Singapore;54;28
S7;379;AF;Seychelles;53;39
S8;462;AF;South Africa;57;38
S9;219;AF;Sao Tome & Principe;47;36
SA;284;EU;Sweden;28;15
SB;284;EU;Sweden;28;15
SC;284;EU;Sweden;28;15
SD;284;EU;Sweden;28;15
SE;284;EU;Sweden;28;15
SF;284;EU;Sweden;28;15
SG;284;EU;Sweden;28;15
SH;284;EU;Sweden;28;15
SI;284;EU;Sweden;28;15
SJ;284;EU;Sweden;28;15
SK;284;EU;Sweden;28;15
SL;284;EU;Sweden;28;15
SM;284;EU;Sweden;28;15
SN;269;EU;Poland;28;15
SO;269;EU;Poland;28;15
SP;269;EU;Poland;28;15
SQ;269;EU;Poland;28;15
SR;269;EU;Poland;28;15
SSA;478;AF;Egypt;38;34
SSB;478;AF;Egypt;38;34
SSC;478;AF;Egypt;38;34
SSD;478;AF;Egypt;38;34
SSE;478;AF;Egypt;38;34
SSF;478;AF;Egypt;38;34
SSG;478;AF;Egypt;38;34
SSH;478;AF;Egypt;38;34
SSI;478;AF;Egypt;38;34
SSJ;478;AF;Egypt;38;34
SSK;478;AF;Egypt;38;34
SSL;478;AF;Egypt;38;34
SSM;478;AF;Egypt;38;34
SSN;466;AF;Sudan;48;34
SSO;466;AF;Sudan;48;34
SSP;466;AF;Sudan;48;34
SSQ;466;AF;Sudan;48;34
SSR;466;AF;Sudan;48;34
SSS;466;AF;Sudan;48;34
SST;466;AF;Sudan;48;34
SSU;466;AF;Sudan;48;34
SSV;466;AF;Sudan;48;34
SSW;466;AF;Sudan;48;34
SSX;466;AF;Sudan;48;34
SSY;466;AF;Sudan;48;34
SSZ;466;AF;Sudan;48;34
ST;466;AF;Sudan;48;34
ST0;244;AF;Southern Sudan;47;34
ST0;244;AF;Southern Sudan;48;34
SU;478;AF;Egypt;38;34
SV;236;EU;Greece;28;20
SV/A;180;EU;Mt Athos;28;20
SV5;45;EU;Dodecanese;28;20
SV9;40;EU;Crete;28;20
SW;236;EU;Greece;28;20
SX;236;EU;Greece;28;20
SY;236;EU;Greece;28;20
SZ;236;EU;Greece;28;20
T2;282;OC;Tuvalu;65;31
T30;301;OC;W. Kiribati;65;31
T31;31;OC;C Kiribati;62;31
T32;48;OC;Eastern Kiribati;61;31
T32;48;OC;Eastern Kiribati;63;31
T33;490;OC;Banaba Is;65;31
T4;70;NA;Cuba;11;8
T5;232;AF;Somalia;48;37
T7;278;EU;San Marino;28;15
T8;22;OC;Palau;64;27
T9;501;EU;Bosnia and Herzegovina;28;15
TA;390;AS;Turkey;39;20
TA;390;EU;Turkey;39;20
TB;390;AS;Turkey;39;20
TB;390;EU;Turkey;39;20
TC;390;AS;Turkey;39;20
TC;390;EU;Turkey;39;20
TD;76;NA;Guatemala;11;7
TE;308;NA;Costa Rica;11;7
TF;242;EU;Iceland;17;40
TG;76;NA;Guatemala;11;7
TH;227;EU;France;27;14
TI;308;NA;Costa Rica;11;7
TI9;37;NA;Cocos Island;11;7
TJ;406;AF;Cameroon;47;36
TK;214;EU;Corsica;28;15
TL;408;AF;Central Africa;47;36
TM;227;EU;France;27;14
TN;412;AF;Congo (republic Of The);52;36
TO;227;EU;France;27;14
TP;227;EU;France;27;14
TQ;227;EU;France;27;14
TR;420;AF;Gabon;52;36
TT;410;AF;Chad;47;36
TU;428;AF;Ivory Coast;46;35
TV;227;EU;France;27;14
TW;227;EU;France;27;14
TX;512;OC;Chesterfield Islands;55;30
TY;416;AF;Benin;46;35
TZ;442;AF;Mali;46;35
UA2;126;EU;Kaliningrad;29;15
UJ;292;AS;Uzbekistan;30;17
UK;292;AS;Uzbekistan;30;17
UL;292;AS;Uzbekistan;30;17
UM;292;AS;Uzbekistan;30;17
UN;130;AS;Kazakhstan;2;17
UN;130;AS;Kazakhstan;3;17
UN1;128;EU;Karelo-finnish Republic;19;16
UO;130;AS;Kazakhstan;2;17
UO;130;AS;Kazakhstan;3;17
UP;130;AS;Kazakhstan;2;17
UP;130;AS;Kazakhstan;3;17
UQ;130;AS;Kazakhstan;2;17
UQ;130;AS;Kazakhstan;3;17
UR;288;EU;Ukraine;29;16
US;288;EU;Ukraine;29;16
UT;288;EU;Ukraine;29;16
UU;288;EU;Ukraine;29;16
UV;288;EU;Ukraine;29;16
UW;288;EU;Ukraine;29;16
UX;288;EU;Ukraine;29;16
UY;288;EU;Ukraine;29;16
UZ;288;EU;Ukraine;29;16
V2;94;NA;Antigua & Barbuda;11;8
V3;66;NA;Belize;11;7
V4;249;NA;St Kitts & Nevis;11;8
V5;464;AF;Namibia;57;38
V6;173;OC;Micronesia;65;27
V7;168;OC;Marshall Is;65;31
V8;345;OC;Brunei;54;28
V9;462;AF;South Africa;57;38
VA;1;NA;Canada;2;5
VB;1;NA;Canada;2;5
VC;1;NA;Canada;2;5
VD;1;NA;Canada;2;5
VE;1;NA;Canada;2;5
VF;1;NA;Canada;2;5
VG;1;NA;Canada;2;5
VK;150;OC;Australia;55;29
VK;150;OC;Australia;55;30
VK;150;OC;Australia;58;29
VK;150;OC;Australia;58;30
VK;150;OC;Australia;59;29
VK;150;OC;Australia;59;30
VK0;111;AF;Heard Is;68;39
VK0;153;OC;Macquarie Is;60;30
VK9;198;OC;Papua Territory;51;28
VK9;267;OC;Terr New Guinea;51;28
VK9C;38;OC;Cocos-keeling Is;54;29
VK9L;147;OC;Lord Howe Is;60;30
VK9M;171;OC;Mellish Reef;56;30
VK9N;189;OC;Norfolk Is;60;32
VK9W;303;OC;Willis Is;55;30
VK9X;35;OC;Christmas Is;54;29
VO;1;NA;Canada;2;5
VP;223;EU;England;27;14
VP2E;12;NA;Anguilla;11;8
VP2M;96;NA;Montserrat;11;8
VP2V;65;NA;British Virgin Is;11;8
VP5;89;NA;Turks & Caicos Is;11;8
VP6;172;OC;Pitcairn Is;63;32
VP8;141;SA;Falkland Is;16;13
VP8;235;SA;South Georgia Is;73;13
VP8;238;SA;South Orkney Is;73;13
VP8;240;SA;South Sandwich Islands;73;13
VP8;241;SA;South Shetland Islands;73;13
VP9;64;NA;Bermuda;11;5
VQ;223;EU;England;27;14
VQ1;307;AF;Zanzibar;53;37
VQ6;26;AF;British Somali;48;37
VQ9;8;AF;Aldabra;53;39
VQ9;33;AF;Chagos;41;39
VQ9;44;AF;Desroches;53;39
VQ9;55;AF;Farquhar;53;39
VR;318;AS;China;33;24
VS;223;EU;England;27;14
VS2;25;OC;British N. Boreno;54;28
VS2;155;AS;Malaya;54;28
VS4;25;OC;British N. Boreno;54;28
VS4;220;OC;Sarawak;54;28
VS9A;243;AS;Peoples Dem Rep Of Yemen;39;21
VS9H;139;AS;Kuria Muria Is;39;21
VS9K;127;AS;Kamaran Is;39;21
VS9P;243;AS;Peoples Dem Rep Of Yemen;39;21
VS9S;243;AS;Peoples Dem Rep Of Yemen;39;21
VT;324;AS;India;41;22
VU;324;AS;India;41;22
VV;324;AS;India;41;22
VW;324;AS;India;41;22
VX;1;NA;Canada;2;5
VY;1;NA;Canada;2;5
W;291;NA;United States Of America;6;3
W;291;NA;United States Of America;6;4
W;291;NA;United States Of America;6;5
W;291;NA;United States Of America;7;3
W;291;NA;United States Of America;7;4
W;291;NA;United States Of America;7;5
W;291;NA;United States Of America;8;3
W;291;NA;United States Of America;8;4
W;291;NA;United States Of America;8;5
WH8S;515;OC;Swains Island;62;32
WP1;182;NA;Navassa Island;11;8
XA;50;NA;Mexico;10;6
XA4;204;NA;Revilla Gigedo;10;6
XB;50;NA;Mexico;10;6
XC;50;NA;Mexico;10;6
XD;50;NA;Mexico;10;6
XE;50;NA;Mexico;10;6
XF;50;NA;Mexico;10;6
XG;50;NA;Mexico;10;6
XH;50;NA;Mexico;10;6
XI;50;NA;Mexico;10;6
XJ;1;NA;Canada;2;5
XK;1;NA;Canada;2;5
XL;1;NA;Canada;2;5
XM;1;NA;Canada;2;5
XN;1;NA;Canada;2;5
XO;1;NA;Canada;2;5
XQ;112;SA;Chile;14;12
XR;112;SA;Chile;14;12
XS;318;AS;China;33;24
XT;480;AF;Burkina Faso;46;35
XU;312;AS;Cambodia;49;26
XV;293;AS;Vietnam;49;26
XV9;247;OC;Spratly Islands;50;26
XW;143;AS;Laos;49;26
XX9;152;AS;Macao;44;24
XY;309;AS;Myanmar;49;26
XZ;309;AS;Myanmar;49;26
Y2;230;EU;Germany;28;14
Y3;230;EU;Germany;28;14
Y4;230;EU;Germany;28;14
Y5;230;EU;Germany;28;14
Y6;230;EU;Germany;28;14
Y7;230;EU;Germany;28;14
Y8;230;EU;Germany;28;14
Y9;230;EU;Germany;28;14
YA;3;AS;Afghanistan;40;21
YB;327;OC;Indonesia;51;28
YC;327;OC;Indonesia;51;28
YD;327;OC;Indonesia;51;28
YE;327;OC;Indonesia;51;28
YF;327;OC;Indonesia;51;28
YG;327;OC;Indonesia;51;28
YH;327;OC;Indonesia;51;28
YI;333;AS;Iraq;39;21
YJ;158;OC;Vanuatu;56;32
YK;384;AS;Syria;39;20
YL;145;EU;Latvia;29;15
YM;390;AS;Turkey;39;20
YN;86;NA;Nicaragua;11;7
YO;275;EU;Romania;28;20
YP;275;EU;Romania;28;20
YQ;275;EU;Romania;28;20
YR;275;EU;Romania;28;20
YS;74;NA;El Salvador;11;7
YT;296;EU;Serbia;28;15
YU;296;EU;Serbia;28;15
YV;148;SA;Venezuela;12;9
YV0;17;NA;Aves Island;11;8
YW;148;SA;Venezuela;12;9
YX;148;SA;Venezuela;12;9
YY;148;SA;Venezuela;12;9
YZ;296;EU;Serbia;28;15
Z2;452;AF;Zimbabwe;53;38
Z3;502;EU;Macedonia;28;15
Z6;522;EU;Republic of Kosovo;28;15
Z8;521;AF;South Sudan;48;34
ZA;7;EU;Albania;28;15
ZB;233;EU;Gibraltar;37;14
ZB2;233;EU;Gibraltar;37;14
ZC4;283;AS;Cyprus Sovereign Base Areas;39;20
ZC5;25;OC;British N. Boreno;54;28
ZC6;196;AS;Palestine;39;20
ZD;223;EU;England;27;14
ZD4;102;AF;Gold Coast, Togoland;46;35
ZD7;250;AF;St Helena Is;66;36
ZD8;205;AF;Ascension Island;66;36
ZD9;274;AF;Tristan Da Cunha & Gough Is;66;38
ZE;223;EU;England;27;14
ZF;69;NA;Cayman Islands;11;8
ZG;223;EU;England;27;14
ZH;223;EU;England;27;14
ZI;223;EU;England;27;14
ZJ;223;EU;England;27;14
ZK;170;OC;New Zealand;60;32
ZK1;191;OC;N Cook Is;62;32
ZK1;234;OC;S Cook Is;62;32
ZK2;188;OC;Niue;62;32
ZK3;270;OC;Tokelau Is;62;31
ZL;170;OC;New Zealand;60;32
ZL7;34;OC;Chatham Is;60;32
ZL8;133;OC;Kermadec;60;32
ZL9;16;OC;Auckland & Campbell;60;32
ZM;170;OC;New Zealand;60;32
ZN;223;EU;England;27;14
ZO;223;EU;England;27;14
ZP;132;SA;Paraguay;14;11
ZQ;223;EU;England;27;14
ZR;462;AF;South Africa;57;38
ZS;462;AF;South Africa;57;38
ZS0;493;AF;Penguin Islands;57;38
ZS8;201;AF;Prince Edward & Marion Is;57;38
ZS9;488;AF;Walvis Bay;57;38
ZT;462;AF;South Africa;57;38
ZU;462;AF;South Africa;57;38
ZV;108;SA;Brazil;12;11
ZW;108;SA;Brazil;12;11
ZX;108;SA;Brazil;12;11
ZY;108;SA;Brazil;12;11
ZZ;108;SA;Brazil;12;11
